Material Composition,A site #1,A site #2,A site #3,B site #1,B site #2,B site #3,X site,Number of elements,energy_above_hull (meV/atom),formation_energy (eV/atom),num_of_atoms_host_Asite0,host_Asite0_Heat of Vaporization,host_Bsite0_at. wt.,host_Bsite0_Ionization Energy (kJ/mol),shannon_radii_AB_avg,Density_AB_avg,BCCefflatcnt_AB_avg,BCCvolume_padiff_AB_avg,GSenergy_pa_AB_avg,ICSDVolume_AB_avg,covalent radius_AB_avg,Ionization Energy (kJ/mol)_AB_avg,Electron Affinity (kJ/mol)_AB_avg,Atomic Volume (cm³/mol)_AB_avg,MendeleevNumber_AB_avg,First Ionization Potential (V)_AB_avg,thermal conductivity_AB_avg,at. wt._AB_diff,specific heat capacity_AB_diff,electrical conductivity_AB_diff,BCCefflatcnt_AB_ratio,Ionization Energy (kJ/mol)_AB_ratio,Heat of Vaporization_AB_ratio,Asite_BCCvolume_pa_weighted_avg,Asite_BCCvolume_padiff_weighted_avg,Asite_At. Radius   (angstroms)_weighted_avg,Asite_n_ws^third_weighted_avg,Bsite_ BP (K)_weighted_avg,Bsite_At. Radius   (angstroms)_weighted_avg,Bsite_Second Ionization Potential  (V)_weighted_avg,Bsite_electrical conductivity_weighted_avg,Asite_Ionic Radius (angstroms)_max,Asite_BCCenergy_pa_max,Asite_Atomic Radius (Å)_max,Asite_At. Radius   (angstroms)_max,Asite_Atomic Volume (cm³/mol)_max,Bsite_ BP (K)_max,Bsite_At. Radius   (angstroms)_max,Bsite_First Ionization Potential (V)_max,Bsite_Third Ionization Potential  (V)_max,Asite_shannon_radii_min,Asite_BCCenergy_pa_min,Asite_BCCenergydiff_min,Asite_GSmagmom_min,Asite_At. Radius   (angstroms)_min,Bsite_MendeleevNumber_min,Bsite_n_ws^third_min,Asite_shannon_radii_range,Asite_BCCefflatcnt_range,Asite_IsBoron_weighted_avg,Asite_IsHalogen_weighted_avg,Asite_IsPnictide_weighted_avg,Asite_IsRareEarth_weighted_avg,Asite_NfUnfilled_weighted_avg,Asite_NfValence_weighted_avg,Bsite_At. #_weighted_avg,Bsite_Period_weighted_avg,Bsite_IsMetal_weighted_avg,Bsite_NdUnfilled_weighted_avg,Bsite_NpUnfilled_weighted_avg,host_Asite0_IsBCC,host_Asite0_IsCubic,host_Asite0_IsAlkali,host_Asite0_OrbitalD,host_Asite0_NsValence,host_Bsite0_At. #,host_Bsite0_IsHexagonal,host_Bsite0_IsNoblegas,Asite_IsAlkali_max,Bsite_IsMetal_max
Ba4Dy4Fe8O24,Ba,Dy,,Fe,,,O,4,236.1773154,-1.617726328,4,140.2,55.847,759.3,0.99025,6.972,7.276777374,-0.0075,-5.774011358,29.45,1.4775,648.375,11.5,18.11,37.5,6.723,47.375,47.034,-0.13025,-4.625,1.618559917,0.707822995,0.529613734,47.4,-0.015,2.625,1.015,3023,1.72,16.18,11.2,1.42,-1.92352226,2.22,2.76,39.24,3023,1.72,7.87,30.651,1.083,-4.45538074,0,0,2.49,55,1.77,0.527,2.124181263,0,0,0,0.5,2,5,26,4,1,4,0,1,0,0,0,2,26,0,0,1,1
Ba4Dy4Mn8O24,Ba,Dy,,Mn,,,O,4,137.4087125,-1.853918878,4,140.2,54.938,717.4,0.98275,6.755,7.257653742,0.003706897,-6.141551804,29.7,1.4775,627.425,-0.5,18.255,36,6.5055,11.185,47.4885,-0.14575,0.725,1.629775493,0.749163647,0.842359152,47.4,-0.015,2.625,1.015,2235,1.79,15.64,0.5,1.42,-1.92352226,2.22,2.76,39.24,2235,1.79,7.435,33.667,1.083,-4.45538074,0,0,2.49,52,1.61,0.527,2.124181263,0,0,0,0.5,2,5,25,4,1,5,0,1,0,0,0,2,25,0,0,1,1
Ba4Er4Mn8O24,Ba,Er,,Mn,,,O,4,150.9998764,-1.850509856,4,140.2,54.938,717.4,0.9775,6.885,7.246362367,0.034956897,-6.132071626,29.45,1.4725,631.675,-0.5,18.105,37,6.54575,12.085,48.6785,-0.147,0.75,1.625684118,0.761011988,0.985437335,47.135,0.0475,2.605,1.02,2235,1.79,15.64,0.5,1.42,-1.92352226,2.22,2.76,39.24,2235,1.79,7.435,33.667,1.062,-4.42187783,0,0,2.45,52,1.61,0.548,2.169346766,0,0,0,0.5,1,6,25,4,1,5,0,1,0,0,0,2,25,0,0,1,1
Ba4Gd4Co8O24,Ba,Gd,,Co,,,O,4,130.5973922,-1.453169088,4,140.2,58.9332,758,0.94425,7.3225,7.281148494,0.2425,-5.184680465,29.475,1.4775,652.725,34.5,18.135,38,6.7705,57.25,44.1784,-0.1005,-8.05,1.644172131,0.722229551,0.605290651,48.11,0.29,2.65,1.01,3143,1.67,17.06,17.9,1.42,-1.92352226,2.22,2.76,39.24,3143,1.67,7.86,33.5,1.107,-4.51068704,0,0,2.54,58,1.75,0.503,2.005639433,0,0,0,0.5,3.5,3.5,27,4,1,3,0,1,0,0,0,2,27,1,0,1,1
Ba4Gd4Fe8O24,Ba,Gd,,Fe,,,O,4,108.6668547,-1.714409621,4,140.2,55.847,759.3,0.99625,6.8095,7.306412832,0.145,-5.787228073,29.775,1.4825,653.375,11.5,18.335,36.5,6.7755,47.35,45.7215,-0.1145,-4.7,1.629224284,0.72099302,0.646509299,48.11,0.29,2.65,1.01,3023,1.72,16.18,11.2,1.42,-1.92352226,2.22,2.76,39.24,3023,1.72,7.87,30.651,1.107,-4.51068704,0,0,2.54,55,1.77,0.503,2.005639433,0,0,0,0.5,3.5,3.5,26,4,1,4,0,1,0,0,0,2,26,0,0,1,1
Ba4Gd4Mn8O24,Ba,Gd,,Mn,,,O,4,105.6931653,-1.838973671,4,140.2,54.938,717.4,0.98875,6.5925,7.2872892,0.156206897,-6.154768518,30.025,1.4825,632.425,-0.5,18.48,35,6.558,11.16,46.176,-0.13,0.65,1.640513757,0.763102871,1.028283426,48.11,0.29,2.65,1.01,2235,1.79,15.64,0.5,1.42,-1.92352226,2.22,2.76,39.24,2235,1.79,7.435,33.667,1.107,-4.51068704,0,0,2.54,52,1.61,0.503,2.005639433,0,0,0,0.5,3.5,3.5,25,4,1,5,0,1,0,0,0,2,25,0,0,1,1
Ba4Ho4Fe8O24,Ba,Ho,,Fe,,,O,4,254.2650505,-1.60510872,4,140.2,55.847,759.3,0.9995,7.0345,7.279104819,0.146666667,-5.767976964,29.325,1.475,650.625,11.5,18.035,38,6.7425,48.75,47.641575,-0.13225,-4.625,1.619397452,0.713749506,0.559713877,47.455,0.293333333,2.615,1.015,3023,1.72,16.18,11.2,1.42,-1.92352226,2.22,2.76,39.24,3023,1.72,7.87,30.651,1.12,-4.4347242,0,0,2.47,55,1.77,0.49,2.114871484,0,0,0,0.5,1.5,5.5,26,4,1,4,0,1,0,0,0,2,26,0,0,1,1
Ba4Ho4Mn8O24,Ba,Ho,,Mn,,,O,4,144.1945715,-1.85219302,4,140.2,54.938,717.4,0.992,6.8175,7.259981187,0.157873563,-6.135517409,29.575,1.475,629.675,-0.5,18.18,36.5,6.525,12.56,48.096075,-0.14775,0.725,1.630618832,0.755436298,0.890233913,47.455,0.293333333,2.615,1.015,2235,1.79,15.64,0.5,1.42,-1.92352226,2.22,2.76,39.24,2235,1.79,7.435,33.667,1.12,-4.4347242,0,0,2.47,52,1.61,0.49,2.114871484,0,0,0,0.5,1.5,5.5,25,4,1,5,0,1,0,0,0,2,25,0,0,1,1
Ba4La1Mn8Zn3O24,Ba,La,Zn,Mn,,,O,5,244.5589337,-1.296833575,4,140.2,54.938,717.4,0.96575,6.33875,6.944296636,0.084488147,-5.531634811,26.96875,1.3925,688.00625,-9.875,16.525625,42,7.130625,31.10375,27.80571875,-0.104375,3.7375,1.516232072,0.918054781,0.743077046,41.78875,0.1465625,2.29625,1.0475,2235,1.79,15.64,0.5,1.42,-1.1570915,2.22,2.76,39.24,2235,1.79,7.435,33.667,0.9,-4.79586452,0,0,1.53,52,1.61,0.71,3.961572343,0,0,0,0.125,0,0,25,4,1,5,0,1,0,0,0,2,25,0,0,1,1
Ba4La1Zn3Co8O24,Ba,La,Zn,Co,,,O,5,259.7211261,-0.920564492,4,140.2,58.9332,758,0.92125,7.06875,6.93815593,0.17078125,-4.561546758,26.41875,1.3875,708.30625,25.125,16.180625,45,7.343125,77.19375,25.80811875,-0.074875,-4.9625,1.519613295,0.868881926,0.437406242,41.78875,0.1465625,2.29625,1.0475,3143,1.67,17.06,17.9,1.42,-1.1570915,2.22,2.76,39.24,3143,1.67,7.86,33.5,0.9,-4.79586452,0,0,1.53,58,1.75,0.71,3.961572343,0,0,0,0.125,0,0,27,4,1,3,0,1,0,0,0,2,27,1,0,1,1
Ba4La1Zn3Fe8O24,Ba,La,Zn,Fe,,,O,5,253.5848549,-1.157166775,4,140.2,55.847,759.3,0.97325,6.55575,6.963420268,0.07328125,-5.164094366,26.71875,1.3925,708.95625,2.125,16.380625,43.5,7.348125,67.29375,27.35121875,-0.088875,-1.6125,1.505797864,0.867394311,0.467192418,41.78875,0.1465625,2.29625,1.0475,3023,1.72,16.18,11.2,1.42,-1.1570915,2.22,2.76,39.24,3023,1.72,7.87,30.651,0.9,-4.79586452,0,0,1.53,55,1.77,0.71,3.961572343,0,0,0,0.125,0,0,26,4,1,4,0,1,0,0,0,2,26,0,0,1,1
